order_id,customer_id,order_date,category,total_amount,items_count,status,acquisition_source,device,city,segment
ORD006686,CUST01750,2024-05-15,Sports,106.26,3,Completed,Paid Search,Mobile,Medan,At Risk
ORD006687,CUST01751,2024-10-13,Beauty,307.98,4,Completed,Direct,Mobile,Bali,Loyal
ORD006688,CUST01751,2024-01-29,Apparel,340.74,3,Completed,Social Media,Desktop,Bali,Loyal
ORD006689,CUST01751,2024-04-26,Electronics,129.5,5,Completed,Organic,Tablet,Bali,Loyal
ORD006690,CUST01751,2024-04-20,Sports,202.95,4,Completed,Paid Search,Tablet,Bali,Loyal
ORD006691,CUST01751,2024-05-08,Apparel,147.25,3,Completed,Organic,Mobile,Bali,Loyal
ORD006692,CUST01751,2024-07-20,Electronics,332.15,1,Completed,Social Media,Mobile,Bali,Loyal
ORD006693,CUST01752,2024-07-04,Electronics,473.62,2,Completed,Social Media,Mobile,Jakarta,Champions
ORD006694,CUST01752,2024-07-17,Books,564.4,4,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006695,CUST01752,2024-11-02,Sports,335.21,2,Completed,Direct,Mobile,Jakarta,Champions
ORD006696,CUST01752,2024-07-26,Beauty,349.48,4,Completed,Organic,Mobile,Jakarta,Champions
ORD006697,CUST01752,2024-01-25,Electronics,414.69,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006698,CUST01752,2024-01-03,Electronics,203.12,5,Completed,Social Media,Desktop,Jakarta,Champions
ORD006699,CUST01752,2024-07-15,Home & Garden,307.74,3,Completed,Paid Search,Desktop,Jakarta,Champions
ORD006700,CUST01752,2024-01-08,Food & Drink,258.44,2,Cancelled,Social Media,Desktop,Jakarta,Champions
ORD006701,CUST01752,2024-03-21,Electronics,169.75,5,Completed,Organic,Mobile,Jakarta,Champions
ORD006702,CUST01752,2024-08-11,Books,189.73,3,Completed,Direct,Desktop,Jakarta,Champions
ORD006703,CUST01752,2024-10-18,Apparel,373.79,4,Completed,Social Media,Desktop,Jakarta,Champions
ORD006704,CUST01752,2024-08-01,Books,530.92,2,Completed,Direct,Mobile,Jakarta,Champions
ORD006705,CUST01752,2024-05-02,Food & Drink,476.16,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006706,CUST01752,2024-03-05,Beauty,519.06,2,Returned,Direct,Tablet,Jakarta,Champions
ORD006707,CUST01753,2024-02-16,Apparel,66.02,1,Completed,Social Media,Desktop,Surabaya,Lost
ORD006708,CUST01753,2024-12-15,Home & Garden,89.88,1,Returned,Paid Search,Mobile,Surabaya,Lost
ORD006709,CUST01754,2024-12-11,Apparel,280.07,4,Completed,Social Media,Mobile,Bandung,Champions
ORD006710,CUST01754,2024-06-10,Apparel,318.83,1,Completed,Paid Search,Mobile,Bandung,Champions
ORD006711,CUST01754,2024-07-16,Apparel,269.66,4,Completed,Direct,Desktop,Bandung,Champions
ORD006712,CUST01754,2024-07-09,Home & Garden,535.8,2,Completed,Social Media,Desktop,Bandung,Champions
ORD006713,CUST01754,2024-05-27,Beauty,378.09,5,Completed,Direct,Mobile,Bandung,Champions
ORD006714,CUST01754,2024-08-18,Electronics,583.17,2,Completed,Direct,Mobile,Bandung,Champions
ORD006715,CUST01754,2024-06-07,Food & Drink,234.82,3,Completed,Organic,Desktop,Bandung,Champions
ORD006716,CUST01754,2024-04-07,Food & Drink,359.41,2,Completed,Referral,Desktop,Bandung,Champions
ORD006717,CUST01754,2024-04-23,Beauty,431.29,1,Completed,Paid Search,Mobile,Bandung,Champions
ORD006718,CUST01754,2024-10-20,Food & Drink,555.01,3,Completed,Direct,Mobile,Bandung,Champions
ORD006719,CUST01754,2024-11-13,Books,216.12,4,Completed,Organic,Tablet,Bandung,Champions
ORD006720,CUST01754,2024-10-07,Food & Drink,159.13,4,Completed,Direct,Mobile,Bandung,Champions
ORD006721,CUST01754,2024-03-28,Home & Garden,349.16,5,Completed,Paid Search,Tablet,Bandung,Champions
ORD006722,CUST01754,2024-03-27,Apparel,290.38,2,Completed,Email,Mobile,Bandung,Champions
ORD006723,CUST01755,2024-07-03,Sports,267.46,2,Completed,Organic,Mobile,Medan,Loyal
ORD006724,CUST01755,2024-07-22,Sports,159.19,3,Completed,Social Media,Desktop,Medan,Loyal
ORD006725,CUST01755,2024-04-04,Home & Garden,309.04,5,Completed,Direct,Mobile,Medan,Loyal
ORD006726,CUST01756,2024-03-24,Books,273.97,3,Completed,Social Media,Desktop,Makassar,Champions
ORD006727,CUST01756,2024-05-12,Apparel,189.75,1,Completed,Social Media,Mobile,Makassar,Champions
ORD006728,CUST01756,2024-05-05,Apparel,264.03,3,Completed,Social Media,Mobile,Makassar,Champions
ORD006729,CUST01756,2024-05-04,Books,191.14,3,Completed,Email,Mobile,Makassar,Champions
ORD006730,CUST01756,2024-06-07,Beauty,418.44,4,Completed,Email,Desktop,Makassar,Champions
ORD006731,CUST01756,2024-06-02,Food & Drink,205.33,1,Completed,Social Media,Desktop,Makassar,Champions
ORD006732,CUST01756,2024-10-22,Electronics,236.01,4,Completed,Organic,Tablet,Makassar,Champions
ORD006733,CUST01756,2024-04-22,Sports,347.03,3,Completed,Social Media,Mobile,Makassar,Champions
ORD006734,CUST01756,2024-11-30,Sports,521.42,4,Completed,Social Media,Mobile,Makassar,Champions
ORD006735,CUST01756,2024-08-01,Electronics,573.41,3,Completed,Paid Search,Mobile,Makassar,Champions
ORD006736,CUST01756,2024-06-05,Home & Garden,171.76,2,Completed,Direct,Mobile,Makassar,Champions
ORD006737,CUST01756,2024-02-17,Electronics,247.25,1,Returned,Organic,Mobile,Makassar,Champions
ORD006738,CUST01757,2024-03-04,Sports,324.22,3,Completed,Direct,Mobile,Jakarta,Loyal
ORD006739,CUST01757,2024-03-19,Apparel,124.1,5,Completed,Email,Mobile,Jakarta,Loyal
ORD006740,CUST01757,2024-05-22,Apparel,285.22,1,Completed,Social Media,Desktop,Jakarta,Loyal
ORD006741,CUST01757,2024-01-15,Beauty,126.26,1,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD006742,CUST01757,2024-02-08,Books,300.75,2,Returned,Paid Search,Tablet,Jakarta,Loyal
ORD006743,CUST01758,2024-01-30,Electronics,100.67,3,Completed,Email,Desktop,Jakarta,At Risk
ORD006744,CUST01759,2024-12-30,Home & Garden,230.24,5,Completed,Social Media,Mobile,Bandung,Loyal
ORD006745,CUST01759,2024-07-03,Electronics,80.9,5,Completed,Organic,Mobile,Bandung,Loyal
ORD006746,CUST01759,2024-02-25,Home & Garden,289.58,1,Completed,Paid Search,Mobile,Bandung,Loyal
ORD006747,CUST01759,2024-10-06,Apparel,340.45,4,Completed,Organic,Tablet,Bandung,Loyal
ORD006748,CUST01759,2024-05-25,Sports,288.96,2,Completed,Direct,Mobile,Bandung,Loyal
ORD006749,CUST01759,2024-08-14,Beauty,273.74,4,Completed,Paid Search,Mobile,Bandung,Loyal
ORD006750,CUST01760,2024-01-16,Beauty,106.23,1,Cancelled,Social Media,Mobile,Jakarta,At Risk
ORD006751,CUST01761,2024-09-24,Food & Drink,159.77,4,Completed,Referral,Desktop,Jakarta,Loyal
ORD006752,CUST01761,2024-05-18,Electronics,286.56,3,Completed,Email,Mobile,Jakarta,Loyal
ORD006753,CUST01761,2024-09-04,Books,313.08,2,Completed,Direct,Desktop,Jakarta,Loyal
ORD006754,CUST01761,2024-07-22,Electronics,202.61,5,Completed,Direct,Desktop,Jakarta,Loyal
ORD006755,CUST01761,2024-09-29,Apparel,248.06,4,Completed,Organic,Mobile,Jakarta,Loyal
ORD006756,CUST01761,2024-06-20,Electronics,307.76,1,Completed,Paid Search,Mobile,Jakarta,Loyal
ORD006757,CUST01761,2024-11-28,Apparel,105.9,5,Cancelled,Email,Mobile,Jakarta,Loyal
ORD006758,CUST01762,2024-06-24,Food & Drink,213.34,1,Returned,Organic,Desktop,Bali,Loyal
ORD006759,CUST01762,2024-12-31,Beauty,240.02,3,Completed,Paid Search,Mobile,Bali,Loyal
ORD006760,CUST01762,2024-01-03,Beauty,186.92,1,Completed,Organic,Mobile,Bali,Loyal
ORD006761,CUST01762,2024-07-04,Home & Garden,334.64,1,Completed,Referral,Desktop,Bali,Loyal
ORD006762,CUST01762,2024-12-01,Beauty,225.62,4,Completed,Email,Desktop,Bali,Loyal
ORD006763,CUST01763,2024-09-07,Beauty,125.91,2,Completed,Email,Mobile,Medan,Loyal
ORD006764,CUST01763,2024-06-03,Apparel,88.8,1,Completed,Social Media,Mobile,Medan,Loyal
ORD006765,CUST01763,2024-06-11,Electronics,225.47,2,Completed,Paid Search,Mobile,Medan,Loyal
ORD006766,CUST01763,2024-04-23,Food & Drink,84.11,3,Completed,Social Media,Mobile,Medan,Loyal
ORD006767,CUST01763,2024-09-28,Apparel,187.83,1,Completed,Social Media,Mobile,Medan,Loyal
ORD006768,CUST01763,2024-09-10,Beauty,237.78,3,Completed,Paid Search,Mobile,Medan,Loyal
ORD006769,CUST01764,2024-11-29,Books,147.18,2,Completed,Organic,Mobile,Surabaya,Loyal
ORD006770,CUST01764,2024-08-24,Apparel,193.99,5,Completed,Organic,Desktop,Surabaya,Loyal
ORD006771,CUST01764,2024-05-31,Home & Garden,227.03,5,Completed,Organic,Desktop,Surabaya,Loyal
ORD006772,CUST01764,2024-09-26,Sports,329.45,4,Completed,Email,Desktop,Surabaya,Loyal
ORD006773,CUST01765,2024-01-20,Apparel,82.73,3,Completed,Social Media,Mobile,Jakarta,New
ORD006774,CUST01765,2024-07-15,Books,140.66,5,Completed,Organic,Mobile,Jakarta,New
ORD006775,CUST01765,2024-10-24,Home & Garden,115.86,5,Completed,Paid Search,Desktop,Jakarta,New
ORD006776,CUST01766,2024-05-30,Food & Drink,103.64,1,Completed,Social Media,Desktop,Bali,Loyal
ORD006777,CUST01766,2024-10-17,Apparel,329.36,1,Completed,Email,Mobile,Bali,Loyal
ORD006778,CUST01766,2024-04-01,Apparel,232.95,4,Completed,Social Media,Mobile,Bali,Loyal
ORD006779,CUST01766,2024-10-16,Beauty,83.19,3,Completed,Organic,Desktop,Bali,Loyal
ORD006780,CUST01766,2024-10-09,Home & Garden,270.77,1,Returned,Organic,Mobile,Bali,Loyal
ORD006781,CUST01766,2024-08-11,Beauty,207.48,3,Completed,Paid Search,Mobile,Bali,Loyal
ORD006782,CUST01767,2024-02-29,Home & Garden,292.36,5,Completed,Social Media,Desktop,Bali,Champions
ORD006783,CUST01767,2024-11-11,Sports,421.93,1,Completed,Social Media,Mobile,Bali,Champions
ORD006784,CUST01767,2024-12-02,Electronics,210.84,1,Completed,Paid Search,Mobile,Bali,Champions
ORD006785,CUST01767,2024-09-03,Beauty,272.73,3,Completed,Email,Desktop,Bali,Champions
ORD006786,CUST01767,2024-12-05,Apparel,568.48,2,Completed,Paid Search,Tablet,Bali,Champions
ORD006787,CUST01767,2024-09-15,Apparel,538.97,1,Completed,Direct,Mobile,Bali,Champions
ORD006788,CUST01767,2024-07-15,Sports,475.77,1,Returned,Email,Mobile,Bali,Champions
ORD006789,CUST01767,2024-08-06,Electronics,461.69,5,Completed,Organic,Mobile,Bali,Champions
ORD006790,CUST01767,2024-05-13,Beauty,156.08,3,Completed,Social Media,Mobile,Bali,Champions
ORD006791,CUST01767,2024-02-14,Electronics,220.82,3,Completed,Organic,Desktop,Bali,Champions
ORD006792,CUST01767,2024-11-12,Electronics,311.59,1,Completed,Referral,Desktop,Bali,Champions
ORD006793,CUST01767,2024-12-11,Electronics,360.85,2,Completed,Organic,Mobile,Bali,Champions
ORD006794,CUST01768,2024-10-31,Home & Garden,136.23,1,Completed,Paid Search,Mobile,Jakarta,At Risk
ORD006795,CUST01769,2024-06-12,Books,163.4,5,Completed,Social Media,Tablet,Bandung,Loyal
ORD006796,CUST01769,2024-06-08,Electronics,321.29,5,Completed,Social Media,Mobile,Bandung,Loyal
ORD006797,CUST01769,2024-03-10,Electronics,185.44,2,Completed,Social Media,Desktop,Bandung,Loyal
ORD006798,CUST01769,2024-04-07,Apparel,266.62,1,Completed,Email,Mobile,Bandung,Loyal
ORD006799,CUST01769,2024-09-12,Home & Garden,308.0,5,Completed,Paid Search,Desktop,Bandung,Loyal
ORD006800,CUST01769,2024-05-24,Beauty,225.87,5,Completed,Organic,Tablet,Bandung,Loyal
ORD006801,CUST01769,2024-04-26,Home & Garden,243.73,1,Completed,Referral,Mobile,Bandung,Loyal
ORD006802,CUST01770,2024-11-14,Food & Drink,74.92,4,Completed,Paid Search,Mobile,Medan,New
ORD006803,CUST01772,2024-06-12,Sports,112.86,1,Completed,Organic,Mobile,Jakarta,Loyal
ORD006804,CUST01772,2024-07-20,Beauty,184.26,2,Completed,Email,Desktop,Jakarta,Loyal
ORD006805,CUST01772,2024-06-21,Books,178.77,2,Completed,Direct,Tablet,Jakarta,Loyal
ORD006806,CUST01772,2024-04-03,Electronics,183.6,1,Completed,Email,Mobile,Jakarta,Loyal
ORD006807,CUST01772,2024-09-11,Electronics,125.92,1,Completed,Social Media,Desktop,Jakarta,Loyal
ORD006808,CUST01773,2024-06-04,Home & Garden,21.68,2,Completed,Organic,Mobile,Jakarta,Lost
ORD006809,CUST01774,2024-09-04,Beauty,252.63,1,Completed,Organic,Mobile,Jakarta,Loyal
ORD006810,CUST01774,2024-05-13,Books,108.78,2,Completed,Social Media,Desktop,Jakarta,Loyal
ORD006811,CUST01774,2024-03-11,Electronics,270.87,5,Completed,Referral,Desktop,Jakarta,Loyal
ORD006812,CUST01775,2024-12-02,Apparel,84.4,3,Completed,Paid Search,Mobile,Medan,At Risk
ORD006813,CUST01775,2024-03-20,Electronics,94.69,2,Completed,Social Media,Mobile,Medan,At Risk
ORD006814,CUST01776,2024-12-25,Books,292.3,3,Completed,Email,Desktop,Surabaya,Loyal
ORD006815,CUST01776,2024-03-06,Home & Garden,267.67,1,Completed,Organic,Mobile,Surabaya,Loyal
ORD006816,CUST01776,2024-12-16,Beauty,94.9,3,Completed,Organic,Mobile,Surabaya,Loyal
ORD006817,CUST01776,2024-01-03,Sports,117.77,4,Completed,Organic,Mobile,Surabaya,Loyal
ORD006818,CUST01776,2024-08-21,Food & Drink,272.04,4,Completed,Organic,Mobile,Surabaya,Loyal
ORD006819,CUST01776,2024-08-28,Beauty,161.56,2,Completed,Social Media,Mobile,Surabaya,Loyal
ORD006820,CUST01777,2024-04-17,Electronics,109.98,4,Completed,Email,Tablet,Jakarta,At Risk
ORD006821,CUST01777,2024-02-10,Sports,123.82,2,Returned,Organic,Desktop,Jakarta,At Risk
ORD006822,CUST01778,2024-12-27,Sports,576.48,2,Cancelled,Social Media,Desktop,Jakarta,Champions
ORD006823,CUST01778,2024-07-02,Books,350.12,4,Completed,Organic,Mobile,Jakarta,Champions
ORD006824,CUST01778,2024-06-28,Home & Garden,221.73,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006825,CUST01778,2024-08-12,Electronics,392.59,3,Cancelled,Organic,Desktop,Jakarta,Champions
ORD006826,CUST01778,2024-02-07,Food & Drink,593.58,4,Completed,Social Media,Mobile,Jakarta,Champions
ORD006827,CUST01778,2024-07-23,Electronics,558.13,3,Completed,Organic,Mobile,Jakarta,Champions
ORD006828,CUST01778,2024-09-16,Electronics,226.47,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006829,CUST01778,2024-10-31,Home & Garden,370.93,3,Completed,Email,Mobile,Jakarta,Champions
ORD006830,CUST01778,2024-03-30,Home & Garden,545.96,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006831,CUST01778,2024-09-27,Electronics,179.24,2,Completed,Organic,Desktop,Jakarta,Champions
ORD006832,CUST01778,2024-10-05,Beauty,216.48,2,Completed,Organic,Desktop,Jakarta,Champions
ORD006833,CUST01778,2024-12-19,Electronics,169.76,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006834,CUST01779,2024-07-19,Books,119.18,2,Completed,Email,Mobile,Surabaya,New
ORD006835,CUST01779,2024-09-18,Apparel,43.5,2,Returned,Organic,Mobile,Surabaya,New
ORD006836,CUST01780,2024-03-25,Apparel,87.73,4,Completed,Referral,Mobile,Medan,New
ORD006837,CUST01780,2024-07-27,Apparel,43.2,5,Completed,Direct,Tablet,Medan,New
ORD006838,CUST01781,2024-05-10,Apparel,45.58,5,Completed,Social Media,Mobile,Jakarta,At Risk
ORD006839,CUST01781,2024-11-02,Electronics,159.67,3,Cancelled,Organic,Desktop,Jakarta,At Risk
ORD006840,CUST01781,2024-02-22,Books,101.88,1,Cancelled,Organic,Desktop,Jakarta,At Risk
ORD006841,CUST01781,2024-08-23,Books,45.67,5,Completed,Paid Search,Desktop,Jakarta,At Risk
ORD006842,CUST01782,2024-06-29,Apparel,248.37,4,Completed,Email,Mobile,Bali,Loyal
ORD006843,CUST01782,2024-02-03,Books,273.21,4,Completed,Paid Search,Mobile,Bali,Loyal
ORD006844,CUST01782,2024-07-01,Apparel,133.38,5,Completed,Social Media,Mobile,Bali,Loyal
ORD006845,CUST01783,2024-04-18,Electronics,104.69,1,Completed,Organic,Mobile,Yogyakarta,At Risk
ORD006846,CUST01783,2024-11-27,Books,99.65,5,Completed,Email,Mobile,Yogyakarta,At Risk
ORD006847,CUST01784,2024-05-23,Food & Drink,298.8,4,Completed,Organic,Mobile,Jakarta,Loyal
ORD006848,CUST01784,2024-04-08,Apparel,199.0,4,Completed,Email,Mobile,Jakarta,Loyal
ORD006849,CUST01784,2024-11-02,Home & Garden,338.9,2,Completed,Paid Search,Desktop,Jakarta,Loyal
ORD006850,CUST01784,2024-01-31,Electronics,96.29,4,Completed,Social Media,Desktop,Jakarta,Loyal
ORD006851,CUST01785,2024-08-07,Sports,89.38,3,Completed,Organic,Desktop,Jakarta,At Risk
ORD006852,CUST01785,2024-12-17,Food & Drink,98.17,1,Completed,Social Media,Mobile,Jakarta,At Risk
ORD006853,CUST01785,2024-03-21,Beauty,76.73,2,Completed,Email,Mobile,Jakarta,At Risk
ORD006854,CUST01786,2024-10-06,Apparel,118.94,4,Completed,Paid Search,Mobile,Semarang,At Risk
ORD006855,CUST01786,2024-10-05,Food & Drink,162.51,3,Completed,Paid Search,Mobile,Semarang,At Risk
ORD006856,CUST01786,2024-05-11,Electronics,140.75,2,Completed,Social Media,Desktop,Semarang,At Risk
ORD006857,CUST01787,2024-08-26,Books,387.17,1,Cancelled,Email,Desktop,Jakarta,Champions
ORD006858,CUST01787,2024-05-29,Home & Garden,222.2,1,Completed,Referral,Mobile,Jakarta,Champions
ORD006859,CUST01787,2024-03-26,Apparel,197.26,5,Completed,Email,Mobile,Jakarta,Champions
ORD006860,CUST01787,2024-11-21,Beauty,320.27,2,Cancelled,Email,Mobile,Jakarta,Champions
ORD006861,CUST01787,2024-12-20,Electronics,437.54,1,Completed,Email,Tablet,Jakarta,Champions
ORD006862,CUST01787,2024-10-02,Home & Garden,180.8,3,Completed,Social Media,Mobile,Jakarta,Champions
ORD006863,CUST01787,2024-10-23,Electronics,592.99,3,Returned,Social Media,Mobile,Jakarta,Champions
ORD006864,CUST01788,2024-01-12,Apparel,202.13,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006865,CUST01788,2024-08-03,Beauty,319.85,1,Completed,Organic,Tablet,Jakarta,Champions
ORD006866,CUST01788,2024-06-21,Electronics,473.75,5,Completed,Social Media,Mobile,Jakarta,Champions
ORD006867,CUST01788,2024-12-05,Apparel,254.67,3,Completed,Organic,Desktop,Jakarta,Champions
ORD006868,CUST01788,2024-03-12,Home & Garden,389.44,3,Completed,Referral,Mobile,Jakarta,Champions
ORD006869,CUST01788,2024-01-06,Home & Garden,366.07,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006870,CUST01788,2024-11-27,Electronics,282.21,3,Completed,Email,Mobile,Jakarta,Champions
ORD006871,CUST01788,2024-04-20,Electronics,161.99,4,Completed,Organic,Tablet,Jakarta,Champions
ORD006872,CUST01788,2024-04-03,Books,496.46,5,Completed,Social Media,Desktop,Jakarta,Champions
ORD006873,CUST01788,2024-11-14,Beauty,375.44,4,Completed,Social Media,Desktop,Jakarta,Champions
ORD006874,CUST01788,2024-08-31,Beauty,176.76,4,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006875,CUST01788,2024-09-02,Food & Drink,505.82,3,Completed,Direct,Mobile,Jakarta,Champions
ORD006876,CUST01788,2024-10-15,Books,514.24,4,Completed,Email,Mobile,Jakarta,Champions
ORD006877,CUST01788,2024-03-05,Beauty,215.93,2,Returned,Organic,Mobile,Jakarta,Champions
ORD006878,CUST01789,2024-11-11,Home & Garden,136.04,5,Completed,Direct,Mobile,Bali,Loyal
ORD006879,CUST01789,2024-11-10,Books,151.27,1,Cancelled,Organic,Mobile,Bali,Loyal
ORD006880,CUST01789,2024-05-30,Beauty,144.29,2,Completed,Organic,Mobile,Bali,Loyal
ORD006881,CUST01789,2024-03-20,Books,283.97,1,Completed,Paid Search,Mobile,Bali,Loyal
ORD006882,CUST01790,2024-08-03,Apparel,166.4,4,Completed,Organic,Mobile,Surabaya,At Risk
ORD006883,CUST01790,2024-11-13,Books,102.2,1,Completed,Organic,Mobile,Surabaya,At Risk
ORD006884,CUST01791,2024-03-06,Electronics,393.91,4,Completed,Organic,Desktop,Makassar,Champions
ORD006885,CUST01791,2024-07-06,Beauty,362.87,4,Returned,Social Media,Mobile,Makassar,Champions
ORD006886,CUST01791,2024-06-05,Books,347.92,1,Completed,Paid Search,Desktop,Makassar,Champions
ORD006887,CUST01791,2024-10-27,Food & Drink,255.5,1,Completed,Paid Search,Desktop,Makassar,Champions
ORD006888,CUST01791,2024-04-22,Electronics,532.54,4,Cancelled,Email,Mobile,Makassar,Champions
ORD006889,CUST01791,2024-06-02,Books,565.95,1,Completed,Social Media,Mobile,Makassar,Champions
ORD006890,CUST01791,2024-02-06,Electronics,505.49,3,Completed,Referral,Tablet,Makassar,Champions
ORD006891,CUST01791,2024-12-23,Apparel,263.83,1,Completed,Social Media,Desktop,Makassar,Champions
ORD006892,CUST01791,2024-04-14,Apparel,165.78,2,Completed,Paid Search,Mobile,Makassar,Champions
ORD006893,CUST01791,2024-06-28,Home & Garden,300.61,4,Completed,Email,Mobile,Makassar,Champions
ORD006894,CUST01791,2024-05-30,Apparel,431.45,1,Completed,Social Media,Mobile,Makassar,Champions
ORD006895,CUST01791,2024-01-29,Home & Garden,209.39,3,Completed,Email,Desktop,Makassar,Champions
ORD006896,CUST01791,2024-12-11,Food & Drink,269.23,1,Completed,Organic,Mobile,Makassar,Champions
ORD006897,CUST01791,2024-04-23,Electronics,569.91,3,Returned,Email,Desktop,Makassar,Champions
ORD006898,CUST01792,2024-07-11,Apparel,281.88,5,Completed,Referral,Mobile,Jakarta,Champions
ORD006899,CUST01792,2024-10-21,Apparel,156.83,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006900,CUST01792,2024-04-03,Sports,470.03,3,Completed,Social Media,Mobile,Jakarta,Champions
ORD006901,CUST01792,2024-09-11,Home & Garden,290.61,4,Completed,Organic,Mobile,Jakarta,Champions
ORD006902,CUST01792,2024-04-21,Apparel,325.29,2,Completed,Email,Desktop,Jakarta,Champions
ORD006903,CUST01792,2024-08-03,Food & Drink,225.38,1,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006904,CUST01792,2024-06-03,Sports,362.61,1,Completed,Organic,Mobile,Jakarta,Champions
ORD006905,CUST01792,2024-11-26,Books,396.35,5,Completed,Organic,Tablet,Jakarta,Champions
ORD006906,CUST01792,2024-05-28,Electronics,299.57,3,Completed,Direct,Mobile,Jakarta,Champions
ORD006907,CUST01792,2024-02-01,Books,304.09,4,Completed,Referral,Tablet,Jakarta,Champions
ORD006908,CUST01792,2024-04-03,Books,473.8,2,Completed,Email,Desktop,Jakarta,Champions
ORD006909,CUST01792,2024-11-28,Apparel,496.7,5,Completed,Paid Search,Mobile,Jakarta,Champions
ORD006910,CUST01793,2024-02-14,Electronics,573.24,3,Completed,Paid Search,Desktop,Surabaya,Champions
ORD006911,CUST01793,2024-04-07,Food & Drink,327.43,1,Completed,Organic,Mobile,Surabaya,Champions
ORD006912,CUST01793,2024-10-04,Home & Garden,289.16,4,Completed,Paid Search,Mobile,Surabaya,Champions
ORD006913,CUST01793,2024-02-18,Books,214.97,4,Completed,Organic,Desktop,Surabaya,Champions
ORD006914,CUST01793,2024-01-27,Home & Garden,317.36,3,Completed,Email,Mobile,Surabaya,Champions
ORD006915,CUST01793,2024-09-11,Electronics,326.3,1,Completed,Email,Tablet,Surabaya,Champions
ORD006916,CUST01793,2024-02-17,Electronics,412.92,2,Completed,Social Media,Mobile,Surabaya,Champions
ORD006917,CUST01793,2024-10-12,Electronics,538.05,3,Completed,Organic,Desktop,Surabaya,Champions
ORD006918,CUST01793,2024-10-11,Home & Garden,472.59,3,Completed,Direct,Mobile,Surabaya,Champions
ORD006919,CUST01793,2024-12-19,Beauty,270.33,3,Completed,Organic,Mobile,Surabaya,Champions
ORD006920,CUST01793,2024-09-26,Food & Drink,434.5,4,Returned,Organic,Mobile,Surabaya,Champions
ORD006921,CUST01793,2024-01-25,Electronics,255.15,2,Completed,Organic,Mobile,Surabaya,Champions
ORD006922,CUST01793,2024-11-17,Sports,446.36,2,Completed,Organic,Mobile,Surabaya,Champions
ORD006923,CUST01795,2024-11-05,Electronics,170.75,1,Completed,Organic,Mobile,Makassar,Loyal
ORD006924,CUST01795,2024-08-25,Home & Garden,98.22,5,Completed,Organic,Desktop,Makassar,Loyal
ORD006925,CUST01795,2024-12-12,Sports,332.35,4,Completed,Organic,Mobile,Makassar,Loyal
ORD006926,CUST01795,2024-10-24,Electronics,332.51,2,Completed,Referral,Desktop,Makassar,Loyal
ORD006927,CUST01795,2024-09-28,Sports,99.4,2,Completed,Referral,Mobile,Makassar,Loyal
ORD006928,CUST01795,2024-08-28,Home & Garden,281.3,4,Completed,Email,Mobile,Makassar,Loyal
ORD006929,CUST01796,2024-09-17,Electronics,38.67,3,Completed,Referral,Mobile,Semarang,New
ORD006930,CUST01796,2024-05-25,Apparel,84.53,2,Completed,Paid Search,Desktop,Semarang,New
ORD006931,CUST01796,2024-10-26,Apparel,33.95,4,Completed,Paid Search,Mobile,Semarang,New
ORD006932,CUST01797,2024-10-29,Home & Garden,92.67,1,Completed,Organic,Mobile,Surabaya,New
ORD006933,CUST01797,2024-05-09,Home & Garden,147.75,1,Completed,Referral,Mobile,Surabaya,New
ORD006934,CUST01798,2024-12-12,Sports,226.43,2,Completed,Organic,Desktop,Surabaya,Loyal
ORD006935,CUST01798,2024-07-03,Home & Garden,166.69,3,Completed,Direct,Mobile,Surabaya,Loyal
ORD006936,CUST01798,2024-03-14,Electronics,177.34,4,Completed,Organic,Desktop,Surabaya,Loyal
ORD006937,CUST01798,2024-02-29,Books,168.21,3,Completed,Organic,Desktop,Surabaya,Loyal
ORD006938,CUST01798,2024-08-10,Home & Garden,92.82,3,Completed,Social Media,Desktop,Surabaya,Loyal
ORD006939,CUST01798,2024-10-04,Electronics,245.39,3,Completed,Social Media,Desktop,Surabaya,Loyal
ORD006940,CUST01799,2024-05-05,Apparel,135.38,5,Completed,Referral,Mobile,Bali,At Risk
ORD006941,CUST01799,2024-10-01,Apparel,173.83,4,Completed,Organic,Mobile,Bali,At Risk
ORD006942,CUST01801,2024-03-14,Beauty,172.45,4,Completed,Organic,Desktop,Bali,Loyal
ORD006943,CUST01801,2024-08-02,Electronics,245.27,2,Completed,Paid Search,Desktop,Bali,Loyal
ORD006944,CUST01801,2024-07-15,Home & Garden,89.8,3,Completed,Organic,Mobile,Bali,Loyal
ORD006945,CUST01801,2024-09-04,Apparel,186.61,4,Completed,Email,Mobile,Bali,Loyal
ORD006946,CUST01801,2024-04-08,Food & Drink,258.31,1,Completed,Organic,Mobile,Bali,Loyal
